Date,Open,High,Low,Close,Adj Close,Volume
2018-06-13,48.105,48.220001,47.610001,47.674999,45.833885,86553600
2018-06-14,47.887501,47.892502,47.555,47.700001,45.857922,86440400
2018-06-15,47.5075,47.540001,47.064999,47.209999,45.386833,246876800
2018-06-18,46.970001,47.305,46.799999,47.185001,45.362812,73939600
2018-06-19,46.285,46.5825,45.862499,46.422501,44.629749,134314000
2018-06-20,46.587502,46.799999,46.432499,46.625,44.824429,82514800
2018-06-21,46.8125,47.087502,46.235001,46.365002,44.574474,102847600
2018-06-22,46.529999,46.537498,46.174999,46.23,44.444683,108801600
2018-06-25,45.849998,46.23,45.182499,45.5425,43.78373,126652400
2018-06-26,45.747501,46.6325,45.634998,46.107498,44.32692,98276800
2018-06-27,46.307499,46.82,46.0075,46.040001,44.262024,101141200
2018-06-28,46.025002,46.552502,45.950001,46.375,44.584087,69460800
2018-06-29,46.572498,46.797501,45.727501,46.2775,44.490345,90950800
2018-07-02,45.955002,46.825001,45.855,46.794998,44.987865,70925200
2018-07-03,46.947498,46.987499,45.884998,45.98,44.204346,55819200
2018-07-05,46.314999,46.602501,46.07,46.349998,44.560043,66416800
2018-07-06,46.355,47.107498,46.299999,46.9925,45.177734,69940800
2018-07-09,47.375,47.669998,47.325001,47.645,45.805042,79026400
2018-07-10,47.677502,47.82,47.544998,47.587502,45.74976,63756400
2018-07-11,47.125,47.445,46.9025,46.970001,45.156109,75326000
2018-07-12,47.3825,47.852501,47.327499,47.7575,45.913197,72164400
2018-07-13,47.77,47.959999,47.724998,47.8325,45.985302,50055600
2018-07-16,47.880001,48.162498,47.605,47.727501,45.884354,60172400
2018-07-17,47.4375,47.967499,47.299999,47.862499,46.014141,62138000
2018-07-18,47.945,47.950001,47.482498,47.599998,45.761787,65573600
2018-07-19,47.422501,48.137501,47.422501,47.970001,46.117485,81147200
2018-07-20,47.945,48.107498,47.5425,47.860001,46.011734,82704800
2018-07-23,47.669998,47.990002,47.389999,47.9025,46.052597,63957600
2018-07-24,48.112499,48.415001,48.012501,48.25,46.386669,74791600
2018-07-25,48.264999,48.712502,48.107498,48.705002,46.824104,66839600
2018-07-26,48.6525,48.990002,48.4025,48.552502,46.677502,76304000
2018-07-27,48.747501,48.797501,47.525002,47.744999,45.90118,96096000
2018-07-30,47.974998,48.049999,47.267502,47.477501,45.644012,84118000
2018-07-31,47.575001,48.035,47.334999,47.572498,45.73534,157492000
2018-08-01,49.782501,50.439999,49.327499,50.375,48.429604,271742800
2018-08-02,50.145,52.095001,50.087502,51.8475,49.845249,249616000
2018-08-03,51.7575,52.185001,51.369999,51.997501,49.989456,133789600
2018-08-06,52,52.3125,51.767502,52.267502,50.249027,101701600
2018-08-07,52.330002,52.375,51.689999,51.7775,49.777958,102349600
2018-08-08,51.512501,51.952499,51.130001,51.8125,49.811607,90102000
2018-08-09,52.3825,52.445,51.799999,52.220001,50.203369,93970400
2018-08-10,51.84,52.275002,51.6675,51.8825,50.053829,98444800
2018-08-13,52.327499,52.737499,51.924999,52.217499,50.377022,103563600
2018-08-14,52.540001,52.639999,52.064999,52.4375,50.58926,82992000
2018-08-15,52.305,52.685001,52.0825,52.560001,50.707451,115230400
2018-08-16,52.9375,53.452499,52.8675,53.330002,51.450306,114001600
2018-08-17,53.360001,54.487499,53.290001,54.395,52.477779,141708000
2018-08-20,54.525002,54.794998,53.7775,53.865002,51.96645,121150800
2018-08-21,54.200001,54.297501,53.5075,53.759998,51.865139,104639200
2018-08-22,53.525002,54.09,53.459999,53.762501,51.867558,76072400
2018-08-23,53.662498,54.262501,53.650002,53.872501,51.973679,75532800
2018-08-24,54.150002,54.224998,53.7775,54.040001,52.135277,73905600
2018-08-27,54.287498,54.685001,54.0825,54.485001,52.56459,82100400
2018-08-28,54.752499,55.134998,54.73,54.924999,52.989094,91107200
2018-08-29,55.037498,55.872501,54.852501,55.744999,53.78019,109019200
2018-08-30,55.8125,57.064999,55.599998,56.2575,54.274624,195175200
2018-08-31,56.627499,57.217499,56.5,56.907501,54.901711,173360400
2018-09-04,57.102501,57.294998,56.657501,57.09,55.077782,109560400
2018-09-05,57.247501,57.4175,56.275002,56.717499,54.71841,133332000
2018-09-06,56.557499,56.837502,55.325001,55.775002,53.809128,137160000
2018-09-07,55.462502,56.342499,55.177502,55.325001,53.374989,150479200
2018-09-10,55.237499,55.462502,54.1175,54.5825,52.658661,158066000
2018-09-11,54.502499,56.075001,54.139999,55.962502,53.990013,142996000
2018-09-12,56.235001,56.25,54.959999,55.267502,53.319515,197114800
2018-09-13,55.880001,57.087502,55.642502,56.602501,54.607464,166825600
2018-09-14,56.4375,56.709999,55.630001,55.959999,53.987606,127997200
2018-09-17,55.537498,55.737499,54.317501,54.470001,52.550129,148780400
2018-09-18,54.447498,55.462502,54.279999,54.560001,52.636951,126286800
2018-09-19,54.625,54.904999,53.825001,54.592499,52.668304,108495200
2018-09-20,55.060001,55.57,54.787498,55.0075,53.068668,106435200
2018-09-21,55.195,55.34,54.322498,54.415001,52.497063,384986800
2018-09-24,54.205002,55.314999,54.157501,55.197498,53.25198,110773600
2018-09-25,54.9375,55.705002,54.924999,55.547501,53.589649,98217600
2018-09-26,55.25,55.9375,54.939999,55.105,53.162743,95938800
2018-09-27,55.955002,56.610001,55.884998,56.237499,54.255322,120724800
2018-09-28,56.197498,56.459999,56.005001,56.435001,54.445862,91717600
2018-10-01,56.987499,57.355,56.587502,56.814999,54.812469,94403200
2018-10-02,56.8125,57.5,56.657501,57.32,55.299679,99152800
2018-10-03,57.512501,58.3675,57.445,58.017502,55.972595,114619200
2018-10-04,57.695,58.087502,56.682499,56.997501,54.988544,128168000
2018-10-05,56.990002,57.102501,55.145,56.072498,54.096146,134322000
2018-10-08,55.552502,56.200001,55.049999,55.942501,53.970722,118655600
2018-10-09,55.91,56.817501,55.5625,56.717499,54.71841,107564000
2018-10-10,56.365002,56.587502,54.012501,54.09,52.183521,167962400
2018-10-11,53.630001,54.875,53.080002,53.612499,51.722843,212497600
2018-10-12,55.105,55.720001,54.209999,55.5275,53.570362,161351600
2018-10-15,55.290001,55.4575,54.317501,54.34,52.424709,123164000
2018-10-16,54.732498,55.747501,54.189999,55.537498,53.580002,116736000
2018-10-17,55.575001,55.66,54.834999,55.297501,53.348465,91541600
2018-10-18,54.465,54.935001,53.25,54.005001,52.101517,130325200
2018-10-19,54.514999,55.314999,54.357498,54.827499,52.895027,132314800
2018-10-22,54.947498,55.84,54.735001,55.162498,53.218216,115168400
2018-10-23,53.9575,55.8125,53.674999,55.682499,53.719887,155071200
2018-10-24,55.650002,56.057499,53.634998,53.772499,51.877213,163702000
2018-10-25,54.427502,55.345001,54.1875,54.950001,53.01321,119423200
2018-10-26,53.974998,55.047501,53.1675,54.075001,52.169044,189033600
2018-10-29,54.797501,54.922501,51.522499,53.060001,51.189827,183742000
2018-10-30,52.787498,53.794998,52.317501,53.325001,51.445469,146640000
2018-10-31,54.220001,55.112499,54.154999,54.715,52.786488,153435600
2018-11-01,54.762501,55.59,54.202499,55.555,53.596882,233292800
2018-11-02,52.387501,53.412498,51.357498,51.869999,50.041767,365314800
2018-11-05,51.075001,51.0975,49.5425,50.397499,48.621166,264654800
2018-11-06,50.48,51.18,50.422501,50.942501,49.146961,127531600
2018-11-07,51.4925,52.514999,51.032501,52.487499,50.637505,133697600
2018-11-08,52.494999,52.529999,51.6875,52.122501,50.460827,101450400
2018-11-09,51.387501,51.502499,50.5625,51.1175,49.487858,137463200
2018-11-12,49.75,49.962502,48.447498,48.5425,46.994949,204542000
2018-11-13,47.907501,49.294998,47.862499,48.057499,46.525417,187531600
2018-11-14,48.474998,48.619999,46.482498,46.700001,45.211185,243204000
2018-11-15,47.0975,47.9925,46.724998,47.852501,46.326954,185915200
2018-11-16,47.625,48.7425,47.365002,48.3825,46.840057,147713200
2018-11-19,47.5,47.674999,46.247501,46.465,44.983696,167701200
2018-11-20,44.592499,45.3675,43.877499,44.244999,42.83445,271300800
2018-11-21,44.932499,45.067501,44.137501,44.195,42.786053,124496800
2018-11-23,43.735001,44.150002,43.025002,43.072498,41.699341,94496000
2018-11-26,43.560001,43.737499,42.564999,43.654999,42.263264,179994000
2018-11-27,42.877499,43.692501,42.720001,43.560001,42.171291,165549600
2018-11-28,44.182499,45.322498,43.732498,45.235001,43.7929,184250000
2018-11-29,45.665001,45.700001,44.424999,44.887501,43.456478,167080000
2018-11-30,45.072498,45.0825,44.2575,44.645,43.221703,158126000
2018-12-03,46.115002,46.235001,45.302502,46.205002,44.731968,163210000
2018-12-04,45.237499,45.5975,44.067501,44.172501,42.764271,165377200
2018-12-06,42.939999,43.695,42.605,43.68,42.287472,172393600
2018-12-07,43.372501,43.622501,42.075001,42.122501,40.779621,169126400
2018-12-10,41.25,42.522499,40.8325,42.400002,41.048271,248104000
2018-12-11,42.915001,42.947498,41.75,42.157501,40.813503,189126800
2018-12-12,42.599998,42.98,42.255001,42.275002,40.927261,142510800
2018-12-13,42.622501,43.142502,42.387501,42.737499,41.375031,127594400
2018-12-14,42.25,42.27,41.32,41.369999,40.051113,162814800
2018-12-17,41.362499,42.087502,40.682499,40.985001,39.678379,177151600
2018-12-18,41.345001,41.8825,41.0975,41.517502,40.193916,135366000
2018-12-19,41.5,41.862499,39.772499,40.2225,38.940197,196189200
2018-12-20,40.099998,40.5275,38.825001,39.2075,37.957554,259092000
2018-12-21,39.215,39.540001,37.407501,37.682499,36.481171,382978400
2018-12-24,37.037498,37.887501,36.647499,36.7075,35.537251,148676800
2018-12-26,37.075001,39.307499,36.68,39.2925,38.039845,234330000
2018-12-27,38.959999,39.192501,37.517502,39.037498,37.792976,212468400
2018-12-28,39.375,39.630001,38.637501,39.057499,37.812336,169165600
2018-12-31,39.6325,39.84,39.119999,39.435001,38.177803,140014000
2019-01-02,38.7225,39.712502,38.557499,39.48,38.221371,148158800
2019-01-03,35.994999,36.43,35.5,35.547501,34.414238,365248800
2019-01-04,36.1325,37.137501,35.950001,37.064999,35.883358,234428400
2019-01-07,37.174999,37.2075,36.474998,36.982498,35.803486,219111200
2019-01-08,37.389999,37.955002,37.130001,37.6875,36.486012,164101200
2019-01-09,37.822498,38.6325,37.407501,38.327499,37.105618,180396400
2019-01-10,38.125,38.4925,37.715,38.450001,37.224205,143122800
2019-01-11,38.220001,38.424999,37.877499,38.072498,36.858734,108092800
2019-01-14,37.712502,37.817501,37.305,37.5,36.304493,129756800
2019-01-15,37.567501,38.3475,37.512501,38.267502,37.04752,114843600
2019-01-16,38.27,38.970001,38.25,38.735001,37.500111,122278800
2019-01-17,38.549999,39.415001,38.314999,38.965,37.722786,119284800
2019-01-18,39.375,39.470001,38.994999,39.205002,37.955128,135004000
2019-01-22,39.102501,39.182499,38.154999,38.325001,37.103191,121576000
2019-01-23,38.537498,38.785,37.924999,38.48,37.25325,92522400
2019-01-24,38.5275,38.619999,37.935001,38.174999,36.957966,101766000
2019-01-25,38.869999,39.532501,38.580002,39.439999,38.182648,134142000
2019-01-28,38.947498,39.0825,38.415001,39.075001,37.829273,104768400
2019-01-29,39.0625,39.532501,38.5275,38.669998,37.437183,166348800
2019-01-30,40.8125,41.537498,40.057499,41.3125,39.995445,244439200
2019-01-31,41.5275,42.25,41.139999,41.610001,40.28347,162958400
2019-02-01,41.740002,42.244999,41.482498,41.630001,40.302826,130672400
2019-02-04,41.852501,42.915001,41.82,42.8125,41.44762,125982000
2019-02-05,43.215,43.77,43.087502,43.544998,42.156776,144406400
2019-02-06,43.662498,43.892502,43.212502,43.560001,42.171291,112958400
2019-02-07,43.099998,43.485001,42.584999,42.735001,41.372601,126966800
2019-02-08,42.247501,42.665001,42.105,42.602501,41.421207,95280000
2019-02-11,42.762501,42.802502,42.3125,42.357498,41.182999,83973600
2019-02-12,42.525002,42.75,42.424999,42.7225,41.53788,89134000
2019-02-13,42.8475,43.119999,42.48,42.544998,41.365303,89960800
2019-02-14,42.427502,42.814999,42.345001,42.700001,41.515999,87342800
2019-02-15,42.8125,42.924999,42.4375,42.605,41.423637,98507200
2019-02-19,42.427502,42.860001,42.372501,42.732498,41.547615,75891200
2019-02-20,42.797501,43.330002,42.747501,43.0075,41.814976,104457600
2019-02-21,42.950001,43.092499,42.575001,42.764999,41.579205,68998800
2019-02-22,42.895,43.25,42.845001,43.2425,42.043457,75652800
2019-02-25,43.540001,43.967499,43.487499,43.557499,42.349731,87493600
2019-02-26,43.427502,43.825001,43.2925,43.5825,42.374035,68280800
2019-02-27,43.302502,43.75,43.182499,43.717499,42.505291,111341600
2019-02-28,43.580002,43.727501,43.23,43.287498,42.087212,112861600
2019-03-01,43.57,43.787498,43.2225,43.7425,42.529594,103544800
2019-03-04,43.922501,44.4375,43.4925,43.962502,42.743496,109744800
2019-03-05,43.985001,44,43.634998,43.8825,42.665722,78949600
2019-03-06,43.6675,43.872501,43.485001,43.630001,42.420223,83241600
2019-03-07,43.467499,43.610001,43.005001,43.125,41.929218,99185600
2019-03-08,42.580002,43.267502,42.375,43.227501,42.028885,95997600
2019-03-11,43.872501,44.779999,43.837502,44.724998,43.484852,128044000
2019-03-12,45,45.6675,44.842499,45.227501,43.973431,129870400
2019-03-13,45.5625,45.825001,45.23,45.427502,44.167877,124130000
2019-03-14,45.974998,46.025002,45.639999,45.932499,44.658878,94318000
2019-03-15,46.212502,46.8325,45.935001,46.529999,45.239803,156171600
2019-03-18,46.450001,47.0975,46.447498,47.005001,45.701633,104879200
2019-03-19,47.087502,47.247501,46.48,46.6325,45.339462,126585600
2019-03-20,46.557499,47.372501,46.182499,47.040001,45.735661,124140800
2019-03-21,47.505001,49.0825,47.452499,48.772499,47.420124,204136800
2019-03-22,48.834999,49.422501,47.695,47.762501,46.438137,169630800
2019-03-25,47.877499,47.994999,46.650002,47.185001,45.876644,175381200
2019-03-26,47.915001,48.220001,46.145,46.697498,45.402657,199202000
2019-03-27,47.1875,47.439999,46.637501,47.1175,45.811016,119393600
2019-03-28,47.237499,47.389999,46.8825,47.18,45.871784,83121600
2019-03-29,47.4575,47.52,47.134998,47.487499,46.170761,94256000
2019-04-01,47.91,47.919998,47.095001,47.810001,46.484325,111448000
2019-04-02,47.772499,48.615002,47.762501,48.505001,47.160046,91062800
2019-04-03,48.3125,49.125,48.287498,48.837502,47.483326,93087200
2019-04-04,48.697498,49.092499,48.285,48.922501,47.565971,76457200
2019-04-05,49.112499,49.275002,48.982498,49.25,47.884392,74106400
2019-04-08,49.105,50.057499,49.084999,50.025002,48.637897,103526800
2019-04-09,50.080002,50.712502,49.807499,49.875,48.492058,143072800
2019-04-10,49.669998,50.185001,49.544998,50.154999,48.764286,86781200
2019-04-11,50.212502,50.25,49.610001,49.737499,48.358376,83603200
2019-04-12,49.799999,50.035,49.052502,49.717499,48.338917,111042800
2019-04-15,49.645,49.962502,49.502499,49.807499,48.426426,70146400
2019-04-16,49.865002,50.342499,49.639999,49.8125,48.431282,102785600
2019-04-17,49.884998,50.845001,49.6525,50.782501,49.374393,115627200
2019-04-18,50.779999,51.037498,50.630001,50.965,49.551834,96783200
2019-04-22,50.7075,51.235001,50.584999,51.1325,49.714691,77758000
2019-04-23,51.107498,51.9375,50.974998,51.869999,50.43174,93292000
2019-04-24,51.84,52.119999,51.762501,51.790001,50.353958,70162400
2019-04-25,51.7075,51.939999,51.279999,51.32,49.896988,74172800
2019-04-26,51.224998,51.25,50.529999,51.075001,49.658783,74596400
2019-04-29,51.099998,51.4925,50.965,51.1525,49.734131,88818800
2019-04-30,50.764999,50.849998,49.7775,50.1675,48.77644,186139600
2019-05-01,52.470001,53.827499,52.307499,52.630001,51.170662,259309200
2019-05-02,52.459999,53.162498,52.032501,52.287498,50.837662,127985200
2019-05-03,52.7225,52.959999,52.557499,52.9375,51.469635,83569600
2019-05-06,51.072498,52.209999,50.875,52.119999,50.674809,129772400
2019-05-07,51.470001,51.855,50.2075,50.715,49.308769,155054800
2019-05-08,50.474998,51.334999,50.4375,50.724998,49.318485,105358000
2019-05-09,50.099998,50.419998,49.165001,50.18,48.788605,139634400
2019-05-10,49.355,49.712502,48.192501,49.294998,48.112705,164834800
2019-05-13,46.927502,47.369999,45.712502,46.43,45.316422,229722400
2019-05-14,46.602501,47.424999,46.352501,47.165001,46.033802,146118800
2019-05-15,46.567501,47.9375,46.505001,47.73,46.585251,106178800
2019-05-16,47.477501,48.1175,47.209999,47.52,46.380283,132125600
2019-05-17,46.732498,47.724998,46.689999,47.25,46.11676,131516400
2019-05-20,45.880001,46.087502,45.07,45.772499,44.674694,154449200
2019-05-21,46.305,47,46.174999,46.650002,45.531147,113459200
2019-05-22,46.165001,46.427502,45.637501,45.695,44.599049,118994400
2019-05-23,44.950001,45.134998,44.452499,44.915001,43.837761,146118800
2019-05-24,45.049999,45.535,44.654999,44.7425,43.669392,94858800
2019-05-28,44.73,45.147499,44.477501,44.557499,43.488834,111792800
2019-05-29,44.105,44.837502,44,44.345001,43.281437,113924800
2019-05-30,44.487499,44.807499,44.1675,44.575001,43.505913,84873600
2019-05-31,44.057499,44.497501,43.747501,43.767502,42.717785,108174400
2019-06-03,43.900002,44.48,42.567501,43.325001,42.285892,161584400
2019-06-04,43.860001,44.9575,43.630001,44.91,43.832886,123872000
2019-06-05,46.07,46.247501,45.285,45.634998,44.540493,119093600
2019-06-06,45.77,46.3675,45.537498,46.305,45.19442,90105200
2019-06-07,46.627499,47.98,46.442501,47.537498,46.397358,122737600
2019-06-10,47.952499,48.842499,47.904999,48.145,46.990295,104883600
2019-06-11,48.715,49,48.400002,48.702499,47.53442,107731600
2019-06-12,48.487499,48.9925,48.3475,48.547501,47.383133,73012800
2019-06-13,48.674999,49.197498,48.400002,48.537498,47.373375,86698400
2019-06-14,47.887501,48.397499,47.575001,48.185001,47.029327,75046000
2019-06-17,48.224998,48.740002,48.0425,48.4725,47.309933,58676400
2019-06-18,49.012501,50.072498,48.802502,49.612499,48.422592,106204000
2019-06-19,49.919998,49.970001,49.327499,49.467499,48.281071,84496800
2019-06-20,50.092499,50.1525,49.5075,49.865002,48.669048,86056000
2019-06-21,49.700001,50.212502,49.537498,49.695,48.503117,191202400
2019-06-24,49.634998,50.040001,49.5425,49.645,48.454315,72881600
2019-06-25,49.607498,49.814999,48.822498,48.892502,47.719864,84281200
2019-06-26,49.442501,50.247501,49.337502,49.950001,48.752007,104270000
2019-06-27,50.072498,50.392502,49.892502,49.935001,48.737358,83598800
2019-06-28,49.669998,49.875,49.262501,49.48,48.29327,124442400
2019-07-01,50.7925,51.122501,50.162498,50.387501,49.179012,109012000
2019-07-02,50.352501,50.782501,50.34,50.682499,49.466927,67740800
2019-07-03,50.82,51.110001,50.672501,51.102501,49.876858,45448000
2019-07-05,50.837502,51.27,50.724998,51.057499,49.832935,69062000
2019-07-08,50.202499,50.349998,49.602501,50.005001,48.805679,101354400
2019-07-09,49.799999,50.377499,49.702499,50.310001,49.103371,82312000
2019-07-10,50.462502,50.932499,50.389999,50.807499,49.588932,71588400
2019-07-11,50.827499,51.0975,50.427502,50.4375,49.22781,80767200
2019-07-12,50.612499,51,50.549999,50.825001,49.606014,70380800
2019-07-15,51.022499,51.467499,51,51.302502,50.07206,67789600
2019-07-16,51.147499,51.5275,50.875,51.125,49.898823,67467200
2019-07-17,51.012501,51.272499,50.817501,50.837502,49.618214,56430000
2019-07-18,51,51.470001,50.924999,51.415001,50.181866,74162400
2019-07-19,51.447498,51.625,50.59,50.647499,49.432774,83717200
2019-07-22,50.912498,51.807499,50.9025,51.805,50.562508,89111600
2019-07-23,52.115002,52.227501,51.822498,52.209999,50.957798,73420800
2019-07-24,51.9175,52.287498,51.7925,52.1675,50.916317,59966400
2019-07-25,52.2225,52.310001,51.682499,51.755001,50.51371,55638400
2019-07-26,51.869999,52.432499,51.785,51.935001,50.689392,70475600
2019-07-29,52.115002,52.66,52.110001,52.419998,51.162754,86693600
2019-07-30,52.189999,52.540001,51.827499,52.195,50.943153,135742800
2019-07-31,54.105,55.342499,52.825001,53.259998,51.982609,277125600
2019-08-01,53.474998,54.5075,51.685001,52.107498,50.857754,216071600
2019-08-02,51.3825,51.607498,50.407501,51.005001,49.781693,163448400
2019-08-05,49.497501,49.662498,48.145,48.334999,47.175728,209572000
2019-08-06,49.077499,49.517502,48.509998,49.25,48.068783,143299200
2019-08-07,48.852501,49.889999,48.455002,49.759998,48.566555,133457600
2019-08-08,50.049999,50.8825,49.8475,50.857498,49.637737,108038000
2019-08-09,50.325001,50.689999,49.822498,50.247501,49.228703,98478800
2019-08-12,49.904999,50.512501,49.787498,50.119999,49.103783,89927600
2019-08-13,50.255001,53.035,50.119999,52.2425,51.183247,188874000
2019-08-14,50.790001,51.610001,50.647499,50.6875,49.659775,146189600
2019-08-15,50.865002,51.285,49.9175,50.435001,49.412403,108909600
2019-08-16,51.07,51.790001,50.959999,51.625,50.57827,110481600
2019-08-19,52.654999,53.182499,52.5075,52.587502,51.521263,97654400
2019-08-20,52.720001,53.337502,52.580002,52.59,51.523708,107537200
2019-08-21,53.247501,53.412498,52.900002,53.16,52.082146,86141600
2019-08-22,53.297501,53.610001,52.6875,53.115002,52.038063,89014800
2019-08-23,52.357498,53.012501,50.25,50.66,49.632839,187272000
2019-08-26,51.465,51.797501,51.264999,51.622501,50.575821,104174400
2019-08-27,51.965,52.137501,50.8825,51.040001,50.005131,103493200
2019-08-28,51.025002,51.43,50.830002,51.3825,50.340687,63755200
2019-08-29,52.125,52.330002,51.665001,52.252499,51.193043,83962000
2019-08-30,52.540001,52.612499,51.799999,52.185001,51.126915,84573600
2019-09-03,51.607498,51.744999,51.055,51.424999,50.382324,80092000
2019-09-04,52.0975,52.369999,51.830002,52.297501,51.237137,76752400
2019-09-05,53,53.4925,52.877499,53.32,52.238899,95654800
2019-09-06,53.512501,53.605,53.127499,53.314999,52.234001,77449200
2019-09-09,53.709999,54.110001,52.767502,53.5425,52.45689,109237600
2019-09-10,53.465,54.195,52.927502,54.174999,53.076565,127111600
2019-09-11,54.517502,55.927502,54.432499,55.897499,54.764141,177158400
2019-09-12,56.200001,56.605,55.715,55.772499,54.641678,128906800
2019-09-13,55,55.197498,54.255001,54.6875,53.578671,159053200
2019-09-16,54.432499,55.032501,54.389999,54.974998,53.860344,84632400
2019-09-17,54.990002,55.205002,54.779999,55.174999,54.05629,73274800
2019-09-18,55.264999,55.712502,54.860001,55.692501,54.563301,101360000
2019-09-19,55.502499,55.939999,55.092499,55.240002,54.119976,88242400
2019-09-20,55.345001,55.639999,54.3675,54.432499,53.328846,221652400
2019-09-23,54.737499,54.959999,54.412498,54.68,53.571327,76662000
2019-09-24,55.2575,55.622501,54.297501,54.419998,53.316608,124763200
2019-09-25,54.637501,55.375,54.285,55.2575,54.137119,87613600
2019-09-26,55,55.235001,54.7075,54.9725,53.857891,75334000
2019-09-27,55.134998,55.240002,54.32,54.705002,53.595825,101408000
2019-09-30,55.224998,56.145,55.197498,55.9925,54.857212,103909600
2019-10-01,56.267502,57.055,56.049999,56.147499,55.009075,139223200
2019-10-02,55.764999,55.895,54.482498,54.740002,53.630116,138449200
2019-10-03,54.607498,55.240002,53.782501,55.205002,54.085678,114426000
2019-10-04,56.41,56.872501,55.9725,56.752499,55.601807,138478800
2019-10-07,56.567501,57.482498,56.459999,56.764999,55.614056,122306000
2019-10-08,56.455002,57.014999,56.0825,56.099998,54.96254,111820000
2019-10-09,56.7575,56.947498,56.41,56.7575,55.606705,74770400
2019-10-10,56.982498,57.610001,56.825001,57.522499,56.356197,113013600
2019-10-11,58.237499,59.41,58.077499,59.052502,57.855171,166795600
2019-10-14,58.724998,59.532501,58.6675,58.967499,57.771893,96427600
2019-10-15,59.0975,59.412498,58.720001,58.830002,57.637184,87360000
2019-10-16,58.342499,58.810001,58.299999,58.592499,57.404503,73903200
2019-10-17,58.772499,59.037498,58.380001,58.82,57.627388,67585200
2019-10-18,58.647499,59.395,58.572498,59.102501,57.904156,97433600
2019-10-21,59.380001,60.247501,59.330002,60.127499,58.908379,87247200
2019-10-22,60.290001,60.549999,59.904999,59.990002,58.773663,82293600
2019-10-23,60.525002,60.810001,60.305,60.794998,59.562344,75828800
2019-10-24,61.127499,61.200001,60.452499,60.895,59.660313,69275200
2019-10-25,60.790001,61.682499,60.720001,61.645,60.395107,73477200
2019-10-28,61.855,62.3125,61.68,62.262501,61.000092,96572800
2019-10-29,62.2425,62.4375,60.642502,60.822498,59.589287,142839600
2019-10-30,61.189999,61.325001,60.302502,60.814999,59.581928,124522000
2019-10-31,61.810001,62.2925,59.314999,62.189999,60.929062,139162000
2019-11-01,62.384998,63.982498,62.290001,63.955002,62.658276,151125200
2019-11-04,64.332497,64.462502,63.845001,64.375,63.069759,103272000
2019-11-05,64.262497,64.547501,64.080002,64.282501,62.979134,79897600
2019-11-06,64.192497,64.372498,63.842499,64.309998,63.006065,75864400
2019-11-07,64.684998,65.087502,64.527496,64.857498,63.733234,94940400
2019-11-08,64.672501,65.110001,64.212502,65.035004,63.907661,69986400
2019-11-11,64.574997,65.6175,64.57,65.550003,64.413742,81821200
2019-11-12,65.387497,65.697502,65.230003,65.489998,64.354774,87388800
2019-11-13,65.282501,66.195,65.267502,66.1175,64.971397,102734400
2019-11-14,65.9375,66.220001,65.525002,65.660004,64.521843,89182800
2019-11-15,65.919998,66.445,65.752502,66.440002,65.2883,100206400
2019-11-18,66.449997,66.857498,66.057503,66.775002,65.617516,86703200
2019-11-19,66.974998,67,66.347504,66.572502,65.41851,76167200
2019-11-20,66.385002,66.519997,65.099998,65.797501,64.656952,106234400
2019-11-21,65.922501,66.002502,65.294998,65.502502,64.367065,121395200
2019-11-22,65.647499,65.794998,65.209999,65.445,64.310562,65325200
2019-11-25,65.677498,66.610001,65.629997,66.592499,65.438164,84020400
2019-11-26,66.735001,66.790001,65.625,66.072502,64.927177,105207600
2019-11-27,66.394997,66.995003,66.327499,66.959999,65.799309,65235600
2019-11-29,66.650002,67,66.474998,66.8125,65.654343,46617600
2019-12-02,66.817497,67.0625,65.862503,66.040001,64.895248,94487200
2019-12-03,64.577499,64.8825,64.072502,64.862503,63.738159,114430400
2019-12-04,65.267502,65.827499,65.169998,65.434998,64.300728,67181600
2019-12-05,65.947502,66.472504,65.682503,66.394997,65.244087,74424400
2019-12-06,66.870003,67.75,66.824997,67.677498,66.504356,106075600
2019-12-09,67.5,67.699997,66.227501,66.730003,65.573296,128042400
2019-12-10,67.150002,67.517502,66.464996,67.120003,65.956528,90420400
2019-12-11,67.202499,67.775002,67.125,67.692497,66.519089,78756800
2019-12-12,66.945,68.139999,66.830002,67.864998,66.688606,137310400
2019-12-13,67.864998,68.824997,67.732498,68.787498,67.595116,133587600
2019-12-16,69.25,70.197502,69.245003,69.964996,68.752197,128186000
2019-12-17,69.892502,70.442497,69.699997,70.102501,68.887314,114158400
2019-12-18,69.949997,70.474998,69.779999,69.934998,68.722733,116028400
2019-12-19,69.875,70.294998,69.737503,70.004997,68.791512,98369200
2019-12-20,70.557503,70.662498,69.639999,69.860001,68.649025,275978000
2019-12-23,70.1325,71.0625,70.092499,71,69.769272,98572000
2019-12-24,71.172501,71.222504,70.730003,71.067497,69.835594,48478800
2019-12-26,71.205002,72.495003,71.175003,72.477501,71.221161,93121200
2019-12-27,72.779999,73.4925,72.029999,72.449997,71.19413,146266000
2019-12-30,72.364998,73.172501,71.305,72.879997,71.616684,144114400
2019-12-31,72.482498,73.419998,72.379997,73.412498,72.139954,100805600
2020-01-02,74.059998,75.150002,73.797501,75.087502,73.785912,135480400
2020-01-03,74.287498,75.144997,74.125,74.357498,73.068565,146322800
2020-01-06,73.447502,74.989998,73.1875,74.949997,73.650795,118387200
2020-01-07,74.959999,75.224998,74.370003,74.597504,73.304413,108872000
